ボールペン	ball pen	圆珠笔	5
ミカン	ミカン	橘子	5
メモ	memo	备忘录	5
メートル	metre	米	5
メール	mail	邮件；发邮件	5
ラジオ	radio	收音机	5
ラーメン	ラーメン	拉面	5
リボン	ribbon	丝带，发带	5
レストラン	(フ) restaurant	餐厅	5
ワイシャツ	white shirt	男式衬衫	5
うれしい	嬉しい	开心的	4
おべんとう	お弁当	便当，盒饭	4
おもちゃ	玩具	玩具	4
これから	此れから	今后；接下来	4
すごい	凄い	厉害的	4
たまに	偶に	有时，偶尔	4
ちゅうごくじん	中国人	中国人	4
とうきょう	東京	东京	4
はやく	早く	快点；早早地	4
まえに	前に	之前	4
もらう	貰う	得到；领取	4
ゴミ	ゴミ	垃圾	4
ホンコン	ホンコン	香港	4
いってきます	いってきます	我出门了	3
おねがいします	お願いします	拜托了；请	3
かぜをひく	風邪を引く	感冒；着凉	3
もういちど	もう一度	再次	3
アメリカじん	アメリカ人	美国人	3
シャンハイ	シャンハイ	上海	3
あさって	明後日	后天	2
おかね	お金	钱，货币	2
おさら	お皿	盘子	2
おてあらい	お手洗い	洗手间	2
おゆ	お湯	热水，开水	2
きょうと	京都	京都	2
げつ	月	月；月份	2
まだ	未だ	还；尚未	2
リンゴ	リンゴ	苹果	2
